0,1,0.000194,1574217639617
0,1,0.000085,1574217641624
0,1,0.000129,1574217649346
0,1,0.000232,1574217650278
0,1,0.000100,1574217650677
0,1,0.000125,1574217651477
0,1,0.000082,1574217651478
0,1,0.000090,1574217652012
0,1,0.000125,1574217652413
0,1,0.000118,1574217652416
0,1,0.000086,1574217652547
0,1,0.000086,1574217652814
0,1,0.000126,1574217653483
0,1,0.000085,1574217653484
0,1,0.000046,1574217653886
0,1,0.000088,1574217654287
0,1,0.002826,1574217654395
0,1,0.000059,1574217654689
0,1,0.000090,1574217654956
0,1,0.000086,1574217664262
0,1,0.000188,1574217669062
0,1,0.000052,1574217669462
0,1,0.000054,1574217669463
0,1,0.000097,1574217670130
0,1,0.000089,1574217671063
0,1,0.001889,1574217672073
0,1,0.000096,1574217673193
0,1,0.000083,1574217674126
0,1,0.000201,1574217674526
0,1,0.000080,1574217674527
0,1,0.000058,1574217674925
0,1,0.001447,1574217675028
0,1,0.000087,1574217675323
0,1,0.000087,1574217675325
0,1,0.000091,1574217675589
0,1,0.002002,1574217676206
0,1,0.000095,1574217677182
0,1,0.000086,1574217677847
0,1,0.001856,1574217687895
0,1,0.000094,1574217689308
0,1,0.000090,1574217689840
0,1,0.000092,1574217690374
0,1,0.000087,1574217690642
0,1,0.000054,1574217691307
0,1,0.000092,1574217696249
0,1,0.000086,1574217696515
0,1,0.000093,1574217696783
0,1,0.000088,1574217697187
0,1,0.000085,1574217697188
0,1,0.000091,1574217697454
0,1,0.000090,1574217697722
0,1,0.000088,1574217698394
0,1,0.001897,1574217698862
0,1,0.000037,1574217698863
0,1,0.000061,1574217699063
0,1,0.000088,1574217699600
0,1,0.000093,1574217699602
0,1,0.000092,1574217700006
0,1,0.001841,1574217700351
0,1,0.000077,1574217700940
0,1,0.000092,1574217702010
0,1,0.000088,1574217702410
0,1,0.000093,1574217702812
0,1,0.000063,1574217703210
0,1,0.000065,1574217703212
0,1,0.000085,1574217703611
0,1,0.000088,1574217703613
