0,1,4114024.000000,1574138830502
0,1,4123592.000000,1574138835502
0,1,4124664.000000,1574138840502
0,1,4128260.000000,1574138845502
0,1,4130680.000000,1574138850503
0,1,4130192.000000,1574138855503
0,1,4131212.000000,1574138860503
0,1,4133192.000000,1574138865504
0,1,4140568.000000,1574138870504
0,1,4143728.000000,1574138875504
0,1,4150580.000000,1574138880504
0,1,4050188.000000,1574138885505
0,1,4042812.000000,1574138890505
0,1,4037836.000000,1574138895505
0,1,4041244.000000,1574138900506
0,1,4049472.000000,1574138905506
0,1,4054596.000000,1574138910506
0,1,4055632.000000,1574138915507
0,1,4058732.000000,1574138920507
0,1,4061280.000000,1574138925507
0,1,4061116.000000,1574138930508
0,1,4064184.000000,1574138935508
0,1,4063300.000000,1574138940508
0,1,4066740.000000,1574138945508
0,1,4046824.000000,1574138950509
0,1,4053408.000000,1574138955509
0,1,4054652.000000,1574138960509
0,1,4060888.000000,1574138965509
0,1,4064076.000000,1574138970510
0,1,4063808.000000,1574138975510
0,1,4064468.000000,1574138980510
0,1,4061416.000000,1574138985511
0,1,4063948.000000,1574138990511
0,1,4067632.000000,1574138995511
0,1,4070728.000000,1574139000512
0,1,4082464.000000,1574139005512
0,1,4114920.000000,1574139010512
0,1,4174860.000000,1574139015513
0,1,4156940.000000,1574139020513
0,1,4145036.000000,1574139025513
0,1,4140376.000000,1574139030513
0,1,4097420.000000,1574139035514
0,1,4086024.000000,1574139040514
